cluster_id,label,max_channel_name,max_channel_index,n_spikes,mean_rate_hz,peak_to_peak_uv,polarity,spike_width_ms,half_width_ms,n_channels_extent,n_waveforms,trace_start_s
0,good,35,43,1317,0.16024795204962708,11.867141723632812,negative,0.13333333333333333,0.09636517929092037,4,14,3951.75
14,good,09,62,19760,2.4043276632502892,29.98285484313965,positive,0.3333333333333333,0.1434330564554287,4,91,567.5
32,good,12,63,15761,1.9177433350449296,34.063316345214844,negative,0.4666666666666667,0.13835247242806706,2,98,4604.25
71,good,30,31,156402,19.03044813702792,65.0987777709961,negative,0.6,0.1456115968626102,6,300,4422.0
83,good,34,49,20689,2.5173651328433824,36.53209686279297,negative,1.3333333333333333,0.1348847371442144,1,93,4418.5
84,good,34,49,37370,4.547050848970815,37.08766555786133,positive,0.13333333333333333,0.11359312852694553,1,233,7722.5
92,good,38,50,75393,9.173556453209972,61.168243408203125,negative,0.26666666666666666,0.1250761262072493,6,300,3983.5
94,good,37,5,81531,9.920406817432152,200.14083862304688,positive,0.13333333333333333,0.1021818828909727,6,300,235.0
96,good,13,0,452,0.0549977785318386,8.858571214335306,negative,0.3,0.10073211018484353,-1,7,4839.5
101,good,39,23,82127,9.992926012133426,41.37053680419922,positive,0.1,0.11072797774961524,5,300,814.0
104,good,42,26,19477,2.369893213417302,32.1879997253418,negative,0.5333333333333333,0.14376081435077892,2,90,7023.75
105,good,38,50,9788,1.1909695935168942,18.971725463867188,positive,0.13333333333333333,0.1216725345803623,1,55,8201.0
107,good,41,47,108536,13.206280731707155,44.61016082763672,positive,0.13333333333333333,0.1294998539541144,2,300,7698.75
108,good,41,47,8895,1.0823124779661601,20.60500144958496,positive,0.13333333333333333,0.10848941861929481,3,30,7530.0
109,good,44,17,216740,26.372164865023667,42.73749542236328,negative,0.3333333333333333,0.1668331551452166,3,300,505.75
124,good,49,46,68029,8.27753069854524,27.47289276123047,positive,0.13333333333333333,0.12102660668794905,1,300,4418.5
132,good,52,44,174029,21.175239823268452,37.50823974609375,negative,0.4,0.17628128480691022,3,300,8204.0
134,good,54,30,301184,36.647015330383354,48.86375427246094,negative,0.3666666666666667,0.15547159579115993,5,300,1621.5
136,good,55,48,10654,1.2963414435358593,62.9898796081543,negative,0.3,0.10130966756978303,7,40,7394.25
140,good,55,48,668257,81.31117364679396,69.29778289794922,positive,0.1,0.1006190180757643,5,300,1369.25
143,good,58,52,119324,14.518926826400683,35.699947357177734,negative,0.3,0.14001480351004456,3,300,4414.25
148,good,57,13,12670,1.5416412699079536,79.0284652709961,positive,0.8,0.1166557055174706,3,62,1858.75
150,good,33,3,1628,0.19808934391556027,25.45724868774414,positive,1.0333333333333334,0.40560775621616024,29,20,7662.25
153,good,55,48,7481,0.9102619053023995,6.258871078491211,negative,0.6,0.12331929065503998,2,31,4417.0
162,good,43,21,198118,24.106305060112387,21.73080062866211,positive,0.13333333333333333,0.1093461925753531,1,300,4443.75
164,good,43,21,48069,5.848867735059623,44.751068115234375,positive,0.13333333333333333,0.09911510987802714,3,203,1818.5
