cluster_id,label,max_channel_name,max_channel_index,n_spikes,mean_rate_hz,peak_to_peak_uv,polarity,spike_width_ms,half_width_ms,n_channels_extent,n_waveforms,trace_start_s
211,good,106,44,9731,1.9390337449392367,83.96328735351562,negative,0.3333333333333333,0.1439240038026042,3,105,3697.0
212,good,106,44,2797,0.5573401895586317,74.53874206542969,positive,0.2,0.14247062367468727,54,20,4909.5
214,good,107,58,67778,13.50568586625132,73.56507110595703,negative,0.23333333333333334,0.17381198329613515,6,300,340.25
215,good,64,97,2989,0.5955987939187523,8.862751007080078,negative,0.4,0.13806817820680853,124,20,31.5
216,good,108,43,37898,7.551690562707552,76.37745666503906,negative,0.16666666666666666,0.11065252390280657,5,290,3902.0
217,good,108,43,5820,1.1597139446661553,65.93340301513672,positive,0.8333333333333334,0.11763936336443563,6,50,3696.75
218,good,107,58,37960,7.564044903698841,90.33458709716797,positive,0.6666666666666666,0.15844305877654422,2,299,1610.25
219,good,109,57,1979,0.39434259389936793,52.28924560546875,negative,0.23333333333333334,0.12218518148997438,10,20,73.0
221,good,110,42,79306,15.80279623637356,69.16325378417969,positive,1.0666666666666667,0.11350103615252109,1,300,2116.0
226,good,114,40,14539,2.8970929624572563,98.05004119873047,positive,0.13333333333333333,0.12249988498832327,5,106,3765.75
227,good,113,55,8931,1.7796228934387341,100.18948364257812,positive,0.13333333333333333,0.11692863277280802,3,77,3884.25
228,good,114,40,74499,14.844936282419916,95.99717712402344,negative,0.5,0.11622846161522625,3,300,912.0
235,good,119,52,3225,0.6426249951114005,70.95982360839844,positive,0.9333333333333333,0.14743945650080667,6,29,4844.75
240,good,122,36,16806,3.348823462896805,88.64295959472656,positive,0.13333333333333333,0.10341627662043262,5,145,4742.25
241,good,121,51,5450,1.085986425847173,73.98806762695312,negative,0.16666666666666666,0.11352955829569751,5,54,828.0
244,good,123,50,46710,9.307601091985587,57.66603088378906,negative,0.4333333333333333,0.15504630100794492,7,300,189.75
245,good,124,35,10093,2.011167155243214,63.95512390136719,positive,0.1,0.11143121819991315,5,80,4908.25
247,good,126,34,4761,0.9486938299923652,78.052001953125,positive,0.13333333333333333,0.11181743573992774,6,30,2773.5
248,good,126,34,201118,40.075489540097564,84.11846160888672,negative,0.5333333333333333,0.20692875105549285,6,300,1301.5
249,good,125,49,3765,0.7502273198742396,64.6636962890625,negative,0.3,0.11385413031971078,5,23,266.25
250,good,126,34,106235,21.168764761444848,79.65426635742188,negative,0.3666666666666667,0.18390033200659417,7,300,3783.25
251,good,127,48,39452,7.861346141747278,54.99623107910156,negative,0.23333333333333334,0.12474343201197437,5,281,193.25
253,good,127,48,40051,7.98070501680828,81.64778900146484,negative,0.4333333333333333,0.14170443929495682,5,300,4890.75
259,good,56,101,12412,2.4732593610302955,65.62834167480469,negative,0.13333333333333333,0.09734528364016756,2,108,971.25
261,good,35,126,4033,0.8036299551269079,60.02099609375,positive,0.6,0.1163510501792476,3,40,1155.25
265,good,64,97,62141,12.382437153865903,245.35287475585938,positive,0.13333333333333333,0.10745005446104887,3,300,456.25
